Iterations,Seconds,Score
25870000,1512915709,10.472027
25880000,1512915709,10.472027
25890000,1512915709,10.472027
25900000,1512915709,10.472027
25910000,1512915709,10.472027
25920000,1512915710,10.472027
25930000,1512915710,10.472027
25940000,1512915710,10.472027
25950000,1512915710,10.472027
25960000,1512915711,10.472027
25970000,1512915711,10.472027
25980000,1512915711,10.469077
25990000,1512915711,10.469077
26000000,1512915711,10.469077
26010000,1512915711,10.469077
26020000,1512915712,10.469077
26030000,1512915712,10.469077
26040000,1512915712,10.469077
26050000,1512915713,10.469077
26060000,1512915713,10.469077
26070000,1512915713,10.469077
26080000,1512915713,10.469077
26090000,1512915713,10.469077
26100000,1512915713,10.469077
26110000,1512915714,10.469077
26120000,1512915714,10.469077
26130000,1512915714,10.469077
26140000,1512915714,10.469077
26150000,1512915715,10.469077
26160000,1512915715,10.469077
26170000,1512915715,10.469077
26180000,1512915715,10.469077
26190000,1512915715,10.469077
26200000,1512915715,10.469077
26210000,1512915716,10.469077
26220000,1512915716,10.469077
26230000,1512915716,10.469077
26240000,1512915716,10.469077
26250000,1512915717,10.469077
26260000,1512915717,10.469077
26270000,1512915717,10.469077
26280000,1512915717,10.469077
26290000,1512915717,10.469077
26300000,1512915718,10.469077
26310000,1512915718,10.469077
26320000,1512915718,10.469077
26330000,1512915718,10.469077
26340000,1512915718,10.469077
26350000,1512915719,10.469077
26360000,1512915719,10.469077
26370000,1512915719,10.469077
26380000,1512915719,10.467758
26390000,1512915719,10.467758
26400000,1512915720,10.467758
26410000,1512915720,10.467758
26420000,1512915720,10.467758
26430000,1512915720,10.467758
26440000,1512915720,10.467758
26450000,1512915721,10.467758
26460000,1512915721,10.467758
26470000,1512915721,10.467758
26480000,1512915721,10.467758
26490000,1512915722,10.467758
26500000,1512915722,10.467758
26510000,1512915722,10.467758
26520000,1512915722,10.467758
26530000,1512915722,10.467758
26540000,1512915723,10.467758
26550000,1512915723,10.467758
26560000,1512915723,10.467758
26570000,1512915723,10.467758
26580000,1512915724,10.467758
26590000,1512915724,10.467758
26600000,1512915724,10.467758
26610000,1512915724,10.467758
26620000,1512915724,10.467758
26630000,1512915724,10.467758
26640000,1512915725,10.467758
26650000,1512915725,10.467758
26660000,1512915725,10.467758
26670000,1512915725,10.464092
26680000,1512915726,10.464092
26690000,1512915726,10.464092
26700000,1512915726,10.462456
26710000,1512915726,10.462456
26720000,1512915726,10.462456
26730000,1512915727,10.462456
26740000,1512915727,10.462456
26750000,1512915727,10.462456
26760000,1512915727,10.460804
26770000,1512915728,10.460804
26780000,1512915728,10.460804
26790000,1512915728,10.460804
26800000,1512915728,10.460804
26810000,1512915728,10.460804
26820000,1512915728,10.460804
26830000,1512915729,10.460804
26840000,1512915729,10.460804
26850000,1512915729,10.460804
26860000,1512915729,10.460804
26870000,1512915730,10.460804
26880000,1512915730,10.460804
26890000,1512915730,10.460804
26900000,1512915730,10.460804
26910000,1512915730,10.460804
26920000,1512915731,10.460804
26930000,1512915731,10.460804
26940000,1512915731,10.460804
26950000,1512915731,10.460804
26960000,1512915731,10.460804
26970000,1512915732,10.460804
26980000,1512915732,10.460804
26990000,1512915732,10.460804
27000000,1512915732,10.460804
27010000,1512915732,10.460804
27020000,1512915733,10.460804
27030000,1512915733,10.460804
27040000,1512915733,10.460194
27050000,1512915733,10.460194
27060000,1512915733,10.460194
27070000,1512915734,10.460194
